event_id,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
178,2019-05-24 10:49:32,create package,7.401,3148.95,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']","['iPhone X', 'iPad', 'Echo Show 5', 'Echo Show 8', 'Fire Stick 4K', 'iPhone 11', 'Kindle Paperwhite', 'Echo Studio']",['Junxiong Gao'],"['990007', '990026', '990004', '990017']",['660003']
179,2019-05-24 10:55:36,item out of stock,0.28,449.0,['880108'],['iPad mini'],['Junxiong Gao'],['990026'],
180,2019-05-24 11:05:13,pick item,1.48,199.99,['880092'],['Echo Studio'],['Tobias Brockhoff'],['990023'],
181,2019-05-24 11:23:25,place order,1.422,2904.0,"['880129', '880128']","['iPhone X', 'MacBook Air']",['Wil van der Aalst'],['990033'],
182,2019-05-24 11:38:57,pick item,0.172,699.0,['880129'],['iPhone X'],['Wil van der Aalst'],['990033'],
183,2019-05-24 11:59:26,confirm order,1.422,2904.0,"['880129', '880128']","['iPhone X', 'MacBook Air']",['Wil van der Aalst'],['990033'],
184,2019-05-24 12:01:37,reorder item,1.48,199.99,['880053'],['Echo Studio'],['Gyunam Park'],['990013'],
185,2019-05-24 12:12:36,item out of stock,0.188,1149.0,['880116'],['iPhone 11 Pro'],['Mahnaz Qafari'],['990029'],
186,2019-05-24 12:33:21,item out of stock,0.2,39.99,['880102'],['Fire Stick'],['Marco Pegoraro'],['990025'],
187,2019-05-24 12:33:34,confirm order,0.38,34.99,['880123'],['Echo Dot'],['Tobias Brockhoff'],['990031'],
188,2019-05-24 12:41:02,pick item,1.25,2200.0,['880128'],['MacBook Air'],['Wil van der Aalst'],['990033'],
189,2019-05-24 13:02:38,pick item,0.166,799.0,['880107'],['iPhone 11'],['Junxiong Gao'],['990026'],
190,2019-05-24 13:06:38,place order,3.011,4052.98,"['880134', '880133', '880130', '880131', '880132']","['iPhone 11 Pro', 'Echo Show 5', 'iPhone 8', 'Kindle', 'MacBook Air']",['Mohammadreza Fani Sani'],['990034'],
191,2019-05-24 13:23:15,pick item,1.28,149.99,['880088'],['Echo Plus'],['Tobias Brockhoff'],['990022'],
192,2019-05-24 13:40:11,confirm order,2.329,1768.98,"['880124', '880125', '880127', '880126']","['Echo Show 5', 'Kindle', 'iPad Pro', 'iPad']",['Kefang Ding'],['990032'],
193,2019-05-24 13:58:11,pick item,0.88,89.99,['880125'],['Echo Show 5'],['Kefang Ding'],['990032'],
194,2019-05-24 13:58:15,pick item,0.28,449.0,['880113'],['iPad mini'],['Majid Rafiei'],['990028'],
195,2019-05-24 14:07:48,pick item,0.21,529.0,['880074'],['iPhone 8'],['Christine Dobbert'],['990018'],
196,2019-05-24 14:22:07,pick item,1.25,2200.0,['880081'],['MacBook Air'],['Kefang Ding'],['990020'],
197,2019-05-24 14:33:03,place order,3.523,1902.98,"['880137', '880136', '880138', '880135']","['Echo Studio', 'iPad mini', 'iPad Pro', 'Echo Plus']",['Claudia Graf'],['990035'],
198,2019-05-24 14:39:58,item out of stock,0.483,495.0,['880082'],['iPad'],['Mohammadreza Fani Sani'],['990021'],
199,2019-05-24 14:54:46,pick item,1.28,149.99,['880122'],['Echo Plus'],['Wil van der Aalst'],['990030'],
200,2019-05-24 14:55:25,confirm order,2.76,354.98,"['880092', '880093']","['Echo Studio', 'Echo Plus']",['Tobias Brockhoff'],['990023'],
201,2019-05-24 15:17:53,item out of stock,0.98,129.99,['880119'],['Echo Show 8'],['Wil van der Aalst'],['990030'],
202,2019-05-24 15:37:55,pick item,0.21,529.0,['880134'],['iPhone 8'],['Mohammadreza Fani Sani'],['990034'],
203,2019-05-24 15:49:44,pick item,0.44,476.0,['880062'],['iPad Air'],['Luis Santos'],['990015'],
204,2019-05-24 15:49:44,create package,4.755,4659.96,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']","['iPad Air', 'iPhone 11 Pro', 'Echo Plus', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K', 'iPhone 11', 'Kindle Paperwhite', 'iPad mini']",['Majid Rafiei'],"['990028', '990019', '990003', '990008']",['660004']
205,2019-05-24 15:52:26,item out of stock,1.25,2200.0,['880130'],['MacBook Air'],['Mohammadreza Fani Sani'],['990034'],
206,2019-05-24 15:54:44,package delivered,4.273,3688.97,"['880101', '880098', '880003', '880002', '880099']","['Echo Studio', 'iPad Pro', 'MacBook Air', 'Fire Stick 4K', 'Echo']",['Marco Pegoraro'],"['990025', '990001']",['660002']
207,2019-05-24 15:56:27,reorder item,0.2,39.99,['880102'],['Fire Stick'],['Marco Pegoraro'],['990025'],
208,2019-05-24 15:56:31,reorder item,0.28,449.0,['880108'],['iPad mini'],['Junxiong Gao'],['990026'],
209,2019-05-24 16:25:54,place order,2.969,1639.96,"['880140', '880142', '880143', '880144', '880141', '880139']","['iPhone 11', 'iPad Air', 'Echo Studio', 'Fire Stick', 'Kindle']",['Gyunam Park'],['990036'],
210,2019-05-24 16:32:09,confirm order,2.583,2729.98,"['880106', '880107', '880105', '880103', '880104', '880108', '880109']","['iPhone 11', 'Kindle Paperwhite', 'iPhone 8', 'Echo Dot', 'Echo Show 5', 'iPad mini', 'iPhone X']",['Junxiong Gao'],['990026'],
211,2019-05-24 16:43:54,item out of stock,0.483,79.99,['880126'],['Kindle'],['Kefang Ding'],['990032'],
212,2019-05-24 17:01:23,confirm order,5.172999999999999,3773.96,"['880101', '880097', '880098', '880102', '880100', '880099']","['Echo Studio', 'iPad Pro', 'MacBook Air', 'Fire Stick', 'Echo Show 8', 'Echo']",['Marco Pegoraro'],['990025'],
213,2019-05-24 17:07:14,pay order,1.422,2904.0,"['880129', '880128']","['iPhone X', 'MacBook Air']",['Wil van der Aalst'],['990033'],
214,2019-05-24 17:21:57,confirm order,3.011,4052.98,"['880134', '880133', '880130', '880131', '880132']","['iPhone 11 Pro', 'Echo Show 5', 'iPhone 8', 'Kindle', 'MacBook Air']",['Mohammadreza Fani Sani'],['990034'],
215,2019-05-24 17:25:09,pick item,0.38,29.99,['880105'],['Echo Dot'],['Junxiong Gao'],['990026'],
216,2019-05-24 17:26:40,pick item,0.44,476.0,['880009'],['iPad Air'],['Majid Rafiei'],['990003'],
217,2019-05-24 17:39:53,pick item,0.21,529.0,['880104'],['iPhone 8'],['Junxiong Gao'],['990026'],
218,2019-05-24 17:48:27,reorder item,0.483,495.0,['880082'],['iPad'],['Mohammadreza Fani Sani'],['990021'],
219,2019-05-24 18:11:35,place order,1.37,2505.0,['880145'],['MacBook Pro'],['Mahsa Bafrani'],['990037'],
220,2019-05-24 18:15:43,pick item,0.483,79.99,['880112'],['Kindle'],['Majid Rafiei'],['990028'],
221,2019-05-24 18:41:54,pick item,0.44,476.0,['880140'],['iPad Air'],['Gyunam Park'],['990036'],
222,2019-05-24 20:04:02,confirm order,1.37,2505.0,['880145'],['MacBook Pro'],['Mahsa Bafrani'],['990037'],
223,2019-05-24 20:14:20,place order,0.2,44.99,['880146'],['Fire Stick'],['Christine Dobbert'],['990038'],
224,2019-05-24 20:19:52,confirm order,2.969,1639.96,"['880140', '880142', '880143', '880144', '880141', '880139']","['iPhone 11', 'iPad Air', 'Echo Studio', 'Fire Stick', 'Kindle']",['Gyunam Park'],['990036'],
225,2019-05-24 22:21:22,item out of stock,0.28,449.0,['880136'],['iPad mini'],['Claudia Graf'],['990035'],
226,2019-05-24 23:08:15,place order,1.28,154.99,['880147'],['Echo Plus'],['Kefang Ding'],['990039'],
227,2019-05-25 01:00:00,create package,2.325,1982.97,"['880065', '880018', '880068', '880067', '880019', '880017']","['iPhone X', 'iPhone 8', 'iPad', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K']",['Christina Rensinghof'],"['990016', '990006']",['660005']
228,2019-05-25 21:24:33,place order,0.6829999999999999,539.99,"['880148', '880149']","['Fire Stick', 'iPad']",['Tobias Brockhoff'],['990040'],
229,2019-05-26 21:36:54,place order,2.724,2836.97,"['880155', '880156', '880151', '880153', '880154', '880152', '880150']","['Echo Show 5', 'Kindle', 'iPhone 11 Pro', 'iPhone 8', 'iPad mini', 'Fire Stick', 'iPad']",['Anahita Farhang Ghahfarokhi'],['990041'],
230,2019-05-27 08:38:54,confirm order,1.28,154.99,['880147'],['Echo Plus'],['Kefang Ding'],['990039'],
231,2019-05-27 08:50:47,pick item,0.166,799.0,['880139'],['iPhone 11'],['Gyunam Park'],['990036'],
232,2019-05-27 08:56:35,reorder item,0.28,449.0,['880136'],['iPad mini'],['Claudia Graf'],['990035'],
233,2019-05-27 09:22:27,pay order,2.76,354.98,"['880092', '880093']","['Echo Studio', 'Echo Plus']",['Tobias Brockhoff'],['990023'],
234,2019-05-27 09:30:58,place order,5.922999999999999,6397.98,"['880158', '880159', '880163', '880157', '880161', '880162', '880160']","['Echo Studio', 'iPad mini', 'MacBook Air', 'MacBook Pro', 'iPad', 'Echo']",['Seran Uysal'],['990042'],
235,2019-05-27 09:35:00,reorder item,0.495,129.0,['880045'],['Kindle Paperwhite'],['Gyunam Park'],['990012'],
236,2019-05-27 09:35:18,pick item,0.2,39.99,['880146'],['Fire Stick'],['Christine Dobbert'],['990038'],
237,2019-05-27 09:46:50,pick item,0.483,495.0,['880161'],['iPad'],['Seran Uysal'],['990042'],
238,2019-05-27 09:50:01,send package,4.755,4659.96,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']","['iPad Air', 'iPhone 11 Pro', 'Echo Plus', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K', 'iPhone 11', 'Kindle Paperwhite', 'iPad mini']",['Majid Rafiei'],"['990028', '990019', '990003', '990008']",['660004']
239,2019-05-27 09:53:59,pick item,0.38,29.99,['880021'],['Echo Dot'],['Junxiong Gao'],['990007'],
240,2019-05-27 09:58:28,pick item,1.25,2200.0,['880158'],['MacBook Air'],['Seran Uysal'],['990042'],
241,2019-05-27 10:09:08,item out of stock,0.483,1099.0,['880124'],['iPad Pro'],['Kefang Ding'],['990032'],
242,2019-05-27 10:17:35,reorder item,0.98,129.99,['880119'],['Echo Show 8'],['Wil van der Aalst'],['990030'],
243,2019-05-27 10:25:30,pick item,0.495,129.0,['880083'],['Kindle Paperwhite'],['Mohammadreza Fani Sani'],['990021'],
244,2019-05-27 10:29:17,pick item,0.28,89.99,['880121'],['Fire Stick 4K'],['Wil van der Aalst'],['990030'],
245,2019-05-27 10:33:28,pick item,0.28,89.99,['880027'],['Fire Stick 4K'],['Majid Rafiei'],['990008'],
246,2019-05-27 10:40:13,send package,7.401,3148.95,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']","['iPhone X', 'iPad', 'Echo Show 5', 'Echo Show 8', 'Fire Stick 4K', 'iPhone 11', 'Kindle Paperwhite', 'Echo Studio']",['Junxiong Gao'],"['990007', '990026', '990004', '990017']",['660003']
247,2019-05-27 10:52:57,pick item,0.166,799.0,['880115'],['iPhone 11'],['Mahnaz Qafari'],['990029'],
248,2019-05-27 11:03:53,item out of stock,0.78,99.99,['880157'],['Echo'],['Seran Uysal'],['990042'],
249,2019-05-27 11:16:53,pick item,0.483,79.99,['880131'],['Kindle'],['Mohammadreza Fani Sani'],['990034'],
250,2019-05-27 11:20:54,pick item,1.37,2500.0,['880162'],['MacBook Pro'],['Seran Uysal'],['990042'],
251,2019-05-27 11:21:43,place order,3.235,443.97,"['880164', '880167', '880165', '880166']","['Echo Show 5', 'Kindle Paperwhite', 'Echo Show 8']",['Wil van der Aalst'],['990043'],
252,2019-05-27 11:36:36,reorder item,0.188,1149.0,['880066'],['iPhone 11 Pro'],['Christina Rensinghof'],['990016'],
253,2019-05-27 11:49:13,pick item,0.88,89.99,['880118'],['Echo Show 5'],['Wil van der Aalst'],['990030'],
254,2019-05-27 11:49:13,create package,4.785,3784.96,"['880118', '880121', '880129', '880036', '880120', '880122', '880128']","['iPad Air', 'iPhone X', 'Echo Show 5', 'Echo Plus', 'Kindle', 'Fire Stick 4K', 'MacBook Air']",['Wil van der Aalst'],"['990033', '990010', '990030']",['660006']
255,2019-05-27 12:03:03,confirm order,2.724,2836.97,"['880155', '880156', '880151', '880153', '880154', '880152', '880150']","['Echo Show 5', 'Kindle', 'iPhone 11 Pro', 'iPhone 8', 'iPad mini', 'Fire Stick', 'iPad']",['Anahita Farhang Ghahfarokhi'],['990041'],
256,2019-05-27 12:19:36,pay order,2.651,2535.99,"['880082', '880087', '880086', '880084', '880085', '880083']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad', 'iPhone 8', 'Echo']",['Mohammadreza Fani Sani'],['990021'],
257,2019-05-27 12:21:13,pick item,0.495,129.0,['880085'],['Kindle Paperwhite'],['Mohammadreza Fani Sani'],['990021'],
258,2019-05-27 12:21:51,pick item,1.28,149.99,['880137'],['Echo Plus'],['Claudia Graf'],['990035'],
259,2019-05-27 12:39:25,package delivered,4.755,4659.96,"['880026', '880078', '880024', '880028', '880010', '880113', '880012', '880011', '880023', '880025', '880077']","['iPad Air', 'iPhone 11 Pro', 'Echo Plus', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K', 'iPhone 11', 'Kindle Paperwhite', 'iPad mini']",['Majid Rafiei'],"['990028', '990019', '990003', '990008']",['660004']
260,2019-05-27 13:03:14,place order,5.5360000000000005,5738.97,"['880171', '880169', '880168', '880170', '880172', '880174', '880173']","['Echo Dot', 'iPhone 8', 'Echo Studio', 'Kindle', 'iPad', 'MacBook Air']",['Luis Santos'],['990044'],
261,2019-05-27 13:12:53,pick item,0.88,89.99,['880133'],['Echo Show 5'],['Mohammadreza Fani Sani'],['990034'],
262,2019-05-27 13:34:25,reorder item,0.78,99.99,['880157'],['Echo'],['Seran Uysal'],['990042'],
263,2019-05-27 13:40:28,pick item,0.21,529.0,['880150'],['iPhone 8'],['Anahita Farhang Ghahfarokhi'],['990041'],
264,2019-05-27 14:01:57,pick item,0.483,495.0,['880052'],['iPad'],['Gyunam Park'],['990013'],
265,2019-05-27 14:14:58,pick item,0.38,29.99,['880123'],['Echo Dot'],['Tobias Brockhoff'],['990031'],
266,2019-05-27 14:16:09,confirm order,0.6829999999999999,539.99,"['880148', '880149']","['Fire Stick', 'iPad']",['Tobias Brockhoff'],['990040'],
267,2019-05-27 14:26:15,place order,2.932,1053.98,"['880176', '880175', '880177']","['iPhone X', 'Echo Studio', 'Echo Plus']",['Mohammadreza Fani Sani'],['990045'],
268,2019-05-27 14:35:23,item out of stock,0.21,529.0,['880114'],['iPhone 8'],['Majid Rafiei'],['990028'],
269,2019-05-27 14:56:21,failed delivery,7.401,3148.95,"['880106', '880070', '880103', '880069', '880073', '880022', '880020', '880109', '880014', '880071', '880072', '880013']","['iPhone X', 'iPad', 'Echo Show 5', 'Echo Show 8', 'Fire Stick 4K', 'iPhone 11', 'Kindle Paperwhite', 'Echo Studio']",['Junxiong Gao'],"['990007', '990026', '990004', '990017']",['660003']
270,2019-05-27 15:09:10,item out of stock,1.28,149.99,['880147'],['Echo Plus'],['Kefang Ding'],['990039'],
271,2019-05-27 15:11:01,pick item,0.188,1149.0,['880066'],['iPhone 11 Pro'],['Christina Rensinghof'],['990016'],
272,2019-05-27 15:11:01,create package,2.345,3454.99,"['880062', '880064', '880059', '880063']","['iPhone X', 'iPad Air', 'MacBook Air', 'Kindle']",['Luis Santos'],['990015'],['660007']
273,2019-05-27 15:19:06,pick item,0.483,495.0,['880154'],['iPad'],['Anahita Farhang Ghahfarokhi'],['990041'],
274,2019-05-27 15:25:40,pick item,1.25,2200.0,['880170'],['MacBook Air'],['Luis Santos'],['990044'],
275,2019-05-27 15:29:21,pick item,0.28,449.0,['880091'],['iPad mini'],['Tobias Brockhoff'],['990022'],
276,2019-05-27 16:12:18,place order,1.743,1223.98,"['880179', '880180', '880178']","['Echo Show 5', 'Echo Dot', 'iPad Pro']",['Gyunam Park'],['990046'],
277,2019-05-27 16:13:44,reorder item,0.21,529.0,['880114'],['iPhone 8'],['Majid Rafiei'],['990028'],
278,2019-05-27 16:26:44,pick item,0.28,89.99,['880117'],['Fire Stick 4K'],['Mahnaz Qafari'],['990029'],
279,2019-05-27 16:26:44,create package,5.968999999999999,4143.94,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']","['MacBook Pro', 'iPad', 'iPhone 8', 'Fire Stick', 'Kindle', 'Echo Show 8', 'Fire Stick 4K', 'Echo Studio']",['Christine Dobbert'],"['990018', '990038', '990014', '990027']",['660008']
280,2019-05-27 16:28:55,pick item,0.98,129.99,['880165'],['Echo Show 8'],['Wil van der Aalst'],['990043'],
281,2019-05-27 16:50:41,confirm order,2.932,1053.98,"['880176', '880175', '880177']","['iPhone X', 'Echo Studio', 'Echo Plus']",['Mohammadreza Fani Sani'],['990045'],
282,2019-05-27 17:00:36,pick item,0.483,495.0,['880082'],['iPad'],['Mohammadreza Fani Sani'],['990021'],
283,2019-05-27 17:03:48,pick item,0.483,1099.0,['880138'],['iPad Pro'],['Claudia Graf'],['990035'],
284,2019-05-27 17:35:34,item out of stock,0.188,1149.0,['880155'],['iPhone 11 Pro'],['Anahita Farhang Ghahfarokhi'],['990041'],
285,2019-05-27 17:44:23,place order,3.423,4960.99,"['880181', '880184', '880182', '880183']","['iPad Air', 'Kindle', 'MacBook Air']",['Wil van der Aalst'],['990047'],
286,2019-05-27 17:54:51,confirm order,5.922999999999999,6397.98,"['880158', '880159', '880163', '880157', '880161', '880162', '880160']","['Echo Studio', 'iPad mini', 'MacBook Air', 'MacBook Pro', 'iPad', 'Echo']",['Seran Uysal'],['990042'],
287,2019-05-27 17:54:52,reorder item,0.98,129.99,['880001'],['Echo Show 8'],['Marco Pegoraro'],['990001'],
288,2019-05-27 17:59:56,item out of stock,0.88,89.99,['880180'],['Echo Show 5'],['Gyunam Park'],['990046'],
289,2019-05-27 18:57:39,send package,5.968999999999999,4143.94,"['880146', '880075', '880110', '880056', '880058', '880074', '880076', '880057', '880054']","['MacBook Pro', 'iPad', 'iPhone 8', 'Fire Stick', 'Kindle', 'Echo Show 8', 'Fire Stick 4K', 'Echo Studio']",['Christine Dobbert'],"['990018', '990038', '990014', '990027']",['660008']
290,2019-05-27 19:52:44,place order,2.815,1927.97,"['880189', '880190', '880188', '880186', '880187', '880185']","['iPhone X', 'iPad', 'Echo Studio', 'iPad mini', 'Fire Stick']",['Christina Rensinghof'],['990048'],
291,2019-05-27 20:29:32,send package,2.325,1982.97,"['880065', '880018', '880068', '880067', '880019', '880017']","['iPhone X', 'iPhone 8', 'iPad', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K']",['Christina Rensinghof'],"['990016', '990006']",['660005']
292,2019-05-27 23:25:03,place order,3.028,1513.97,"['880193', '880194', '880192', '880191']","['iPhone 11 Pro', 'Echo Dot', 'Echo Studio', 'Echo Show 8']",['Mahsa Bafrani'],['990049'],
293,2019-05-28 08:15:17,pick item,0.483,495.0,['880172'],['iPad'],['Luis Santos'],['990044'],
294,2019-05-28 08:29:06,pick item,0.21,529.0,['880114'],['iPhone 8'],['Majid Rafiei'],['990028'],
295,2019-05-28 09:13:13,pay order,1.081,2217.99,"['880065', '880066', '880068', '880067']","['iPhone 11 Pro', 'iPad', 'iPhone 8', 'Fire Stick']",['Christina Rensinghof'],['990016'],
296,2019-05-28 09:17:12,pick item,0.483,495.0,['880148'],['iPad'],['Tobias Brockhoff'],['990040'],
297,2019-05-28 09:21:38,place order,2.04,2092.98,"['880198', '880197', '880196', '880195']","['iPhone X', 'iPhone 11 Pro', 'Echo Studio', 'Fire Stick']",['Claudia Graf'],['990050'],
298,2019-05-28 09:26:56,pick item,0.2,39.99,['880143'],['Fire Stick'],['Gyunam Park'],['990036'],
299,2019-05-28 09:35:37,reorder item,0.88,89.99,['880180'],['Echo Show 5'],['Gyunam Park'],['990046'],
300,2019-05-28 09:38:13,pick item,0.44,476.0,['880183'],['iPad Air'],['Wil van der Aalst'],['990047'],
301,2019-05-28 09:49:33,pick item,1.37,2500.0,['880061'],['MacBook Pro'],['Luis Santos'],['990015'],
302,2019-05-28 09:49:33,create package,4.026,6770.0,"['880015', '880158', '880161', '880162', '880016']","['iPad Air', 'iPad', 'iPad Pro', 'MacBook Pro', 'MacBook Air']",['Seran Uysal'],"['990005', '990042']",['660009']
303,2019-05-28 10:05:00,pick item,0.28,449.0,['880156'],['iPad mini'],['Anahita Farhang Ghahfarokhi'],['990041'],
304,2019-05-28 10:19:03,pick item,0.98,129.99,['880192'],['Echo Show 8'],['Mahsa Bafrani'],['990049'],
305,2019-05-28 10:19:23,pick item,0.483,1099.0,['880179'],['iPad Pro'],['Gyunam Park'],['990046'],
306,2019-05-28 10:25:46,confirm order,3.523,1902.98,"['880137', '880136', '880138', '880135']","['Echo Studio', 'iPad mini', 'iPad Pro', 'Echo Plus']",['Claudia Graf'],['990035'],
307,2019-05-28 10:47:51,reorder item,1.28,149.99,['880093'],['Echo Plus'],['Tobias Brockhoff'],['990023'],
308,2019-05-28 10:54:25,pick item,1.48,199.99,['880163'],['Echo Studio'],['Seran Uysal'],['990042'],
309,2019-05-28 11:03:03,place order,1.66,194.98,"['880199', '880200']","['Echo Show 5', 'Echo']",['Lisa Mannel'],['990051'],
310,2019-05-28 11:03:28,send package,2.345,3454.99,"['880062', '880064', '880059', '880063']","['iPhone X', 'iPad Air', 'MacBook Air', 'Kindle']",['Luis Santos'],['990015'],['660007']
311,2019-05-28 11:12:33,pick item,1.37,2500.0,['880089'],['MacBook Pro'],['Tobias Brockhoff'],['990022'],
312,2019-05-28 11:12:33,create package,5.445,4522.97,"['880090', '880091', '880148', '880123', '880092', '880089', '880088']","['iPhone X', 'iPad', 'MacBook Pro', 'Echo Plus', 'Echo Dot', 'Echo Studio', 'iPad mini']",['Tobias Brockhoff'],"['990031', '990040', '990023', '990022']",['660010']
313,2019-05-28 11:26:38,item out of stock,0.38,29.99,['880178'],['Echo Dot'],['Gyunam Park'],['990046'],
